2
2
187, 195, 1
199, 165, 1
172, 201, 1
176, 213, 1
166, 177, 1
189, 178, 1
171, 165, 1
177, 187, 1
148, 166, 1
194, 199, 1
174, 187, 1
193, 194, 1
171, 160, 1
182, 191, 1
169, 200, 1
167, 174, 1
166, 196, 1
169, 172, 1
209, 213, 1
185, 211, 1
137, 194, 1
214, 182, 1
178, 198, 1
169, 150, 1
176, 207, 1
188, 199, 1
187, 144, 1
183, 189, 1
168, 196, 1
229, 128, 1
171, 181, 1
151, 203, 1
167, 177, 1
181, 196, 1
168, 164, 1
194, 170, 1
168, 171, 1
208, 228, 1
177, 187, 1
186, 178, 1
195, 186, 1
155, 192, 1
196, 201, 1
166, 169, 1
155, 181, 1
193, 186, 1
206, 201, 1
181, 207, 1
160, 197, 1
170, 237, 1
154, 177, 1
150, 157, 1
203, 170, 1
182, 208, 1
186, 169, 1
190, 237, 1
197, 215, 1
201, 185, 1
198, 198, 1
158, 177, 1
163, 183, 1
191, 175, 1
184, 194, 1
182, 217, 1
186, 175, 1
185, 194, 1
168, 186, 1
198, 210, 1
174, 232, 1
174, 181, 1
192, 192, 1
197, 187, 1
205, 166, 1
173, 192, 1
168, 226, 1
187, 195, 1
167, 216, 1
182, 197, 1
176, 213, 1
156, 204, 1
175, 214, 1
158, 173, 1
202, 136, 1
168, 200, 1
162, 188, 1
180, 177, 1
179, 195, 1
192, 226, 1
159, 230, 1
191, 192, 1
173, 178, 1
200, 216, 1
196, 177, 1
178, 153, 1
181, 192, 1
141, 182, 1
193, 209, 1
190, 174, 1
154, 193, 1
145, 212, 1
284, 287, 2
301, 233, 2
264, 295, 2
270, 321, 2
256, 244, 2
287, 255, 2
262, 223, 2
272, 269, 2
232, 216, 2
294, 299, 2
267, 268, 2
292, 289, 2
263, 213, 2
277, 278, 2
261, 292, 2
258, 239, 2
256, 283, 2
261, 235, 2
314, 332, 2
282, 321, 2
217, 268, 2
321, 271, 2
273, 292, 2
260, 191, 2
270, 308, 2
285, 296, 2
284, 186, 2
279, 276, 2
259, 283, 2
341, 170, 2
263, 254, 2
237, 291, 2
258, 244, 2
276, 288, 2
259, 220, 2
294, 241, 2
259, 233, 2
312, 363, 2
272, 269, 2
284, 253, 2
296, 274, 2
242, 270, 2
297, 304, 2
257, 229, 2
242, 248, 2
293, 272, 2
310, 308, 2
277, 310, 2
248, 282, 2
261, 366, 2
240, 239, 2
235, 199, 2
306, 244, 2
278, 312, 2
283, 236, 2
288, 373, 2
298, 332, 2
304, 274, 2
299, 297, 2
245, 242, 2
252, 255, 2
290, 250, 2
281, 285, 2
278, 331, 2
283, 247, 2
282, 285, 2
259, 264, 2
299, 322, 2
268, 358, 2
267, 255, 2
291, 285, 2
298, 275, 2
309, 236, 2
265, 276, 2
259, 343, 2
284, 288, 2
258, 323, 2
278, 290, 2
270, 320, 2
243, 296, 2
269, 323, 2
246, 233, 2
305, 177, 2
259, 292, 2
251, 266, 2
275, 249, 2
274, 285, 2
291, 353, 2
247, 348, 2
290, 284, 2
266, 248, 2
302, 336, 2
296, 256, 2
272, 200, 2
276, 280, 2
223, 246, 2
292, 317, 2
288, 246, 2
241, 272, 2
228, 307, 2
